id,order_id,variant_id,quantity,unit_price
item-000000222-03,ord-000000222,var-garden-decor-outdoor-lighting-001-03,1,68.90
item-000000223-01,ord-000000223,var-garden-decor-garden-furniture-004-01,1,167.00
item-000000224-01,ord-000000224,var-garden-decor-outdoor-lighting-005-01,1,28.90
item-000000224-02,ord-000000224,var-garden-decor-planters-006-02,1,62.90
item-000000225-01,ord-000000225,var-garden-decor-garden-furniture-001-01,1,479.00
item-000000225-02,ord-000000225,var-garden-decor-outdoor-lighting-011-01,1,77.90
item-000000226-01,ord-000000226,var-garden-decor-garden-furniture-010-03,1,257.00
item-000000227-01,ord-000000227,var-garden-decor-garden-furniture-005-02,1,288.00
item-000000227-02,ord-000000227,var-garden-decor-planters-001-03,1,77.90
item-000000227-03,ord-000000227,var-garden-decor-planters-011-01,1,28.90
item-000000228-01,ord-000000228,var-garden-decor-outdoor-lighting-001-03,1,68.90
item-000000229-01,ord-000000229,var-garden-decor-planters-005-02,1,26.90
item-000000229-02,ord-000000229,var-garden-decor-planters-010-02,1,72.90
item-000000230-01,ord-000000230,var-garden-decor-garden-furniture-007-03,1,343.00
item-000000230-02,ord-000000230,var-garden-decor-planters-001-02,1,77.90
item-000000231-01,ord-000000231,var-garden-decor-garden-furniture-007-03,1,343.00
item-000000231-02,ord-000000231,var-garden-decor-planters-001-01,1,77.90
item-000000231-03,ord-000000231,var-garden-decor-planters-008-02,1,73.90
item-000000231-04,ord-000000231,var-garden-decor-planters-008-03,1,73.90
item-000000232-01,ord-000000232,var-garden-decor-outdoor-lighting-005-01,1,28.90
item-000000233-01,ord-000000233,var-garden-decor-planters-012-01,1,42.90
item-000000234-01,ord-000000234,var-garden-decor-garden-furniture-003-03,1,287.00
item-000000235-01,ord-000000235,var-garden-decor-planters-003-02,1,77.90
item-000000235-02,ord-000000235,var-garden-decor-planters-009-02,1,19.90
item-000000236-01,ord-000000236,var-garden-decor-garden-furniture-002-03,1,589.00
item-000000236-02,ord-000000236,var-garden-decor-planters-010-02,1,72.90
item-000000237-01,ord-000000237,var-garden-decor-garden-furniture-004-03,1,167.00
item-000000237-02,ord-000000237,var-garden-decor-outdoor-lighting-007-03,1,165.00
item-000000238-01,ord-000000238,var-garden-decor-planters-012-02,1,42.90
item-000000239-01,ord-000000239,var-garden-decor-planters-011-03,1,28.90
item-000000240-01,ord-000000240,var-garden-decor-planters-005-01,1,26.90
item-000000240-02,ord-000000240,var-garden-decor-planters-006-02,1,62.90
item-000000241-01,ord-000000241,var-garden-decor-garden-furniture-001-02,1,479.00
item-000000242-01,ord-000000242,var-garden-decor-planters-010-03,1,72.90
item-000000243-01,ord-000000243,var-garden-decor-planters-004-01,1,60.90
item-000000244-01,ord-000000244,var-garden-decor-outdoor-lighting-008-02,1,133.00
item-000000244-02,ord-000000244,var-garden-decor-planters-003-02,1,77.90
item-000000245-01,ord-000000245,var-garden-decor-planters-009-01,1,19.90
item-000000246-01,ord-000000246,var-garden-decor-planters-009-02,1,19.90
item-000000247-01,ord-000000247,var-garden-decor-planters-008-03,1,73.90
item-000000248-01,ord-000000248,var-garden-decor-outdoor-lighting-001-03,1,68.90
item-000000248-02,ord-000000248,var-garden-decor-outdoor-lighting-002-01,1,44.90
item-000000248-03,ord-000000248,var-garden-decor-outdoor-lighting-006-01,1,133.00
item-000000248-04,ord-000000248,var-garden-decor-outdoor-lighting-006-02,1,133.00
item-000000248-05,ord-000000248,var-garden-decor-planters-011-01,1,28.90
item-000000249-01,ord-000000249,var-garden-decor-garden-furniture-005-02,1,288.00
item-000000249-02,ord-000000249,var-garden-decor-outdoor-lighting-011-01,1,77.90
item-000000249-03,ord-000000249,var-garden-decor-outdoor-lighting-012-01,1,166.00
item-000000250-01,ord-000000250,var-garden-decor-garden-furniture-002-01,1,589.00
item-000000251-01,ord-000000251,var-garden-decor-planters-009-01,1,19.90
item-000000252-01,ord-000000252,var-garden-decor-garden-furniture-011-01,1,560.00
item-000000252-02,ord-000000252,var-garden-decor-outdoor-lighting-006-02,1,133.00
item-000000252-03,ord-000000252,var-garden-decor-planters-003-03,1,77.90
item-000000253-01,ord-000000253,var-garden-decor-outdoor-lighting-006-01,1,133.00
item-000000254-01,ord-000000254,var-garden-decor-planters-011-03,1,28.90
item-000000255-01,ord-000000255,var-garden-decor-outdoor-lighting-005-01,1,28.90
item-000000256-01,ord-000000256,var-garden-decor-outdoor-lighting-002-02,1,44.90
item-000000256-02,ord-000000256,var-garden-decor-planters-001-02,1,77.90
item-000000257-01,ord-000000257,var-garden-decor-garden-furniture-004-01,1,167.00
item-000000257-02,ord-000000257,var-garden-decor-garden-furniture-010-01,1,257.00
item-000000257-03,ord-000000257,var-garden-decor-planters-005-02,1,26.90
item-000000257-04,ord-000000257,var-garden-decor-planters-011-02,1,28.90
item-000000258-01,ord-000000258,var-garden-decor-outdoor-lighting-002-02,1,44.90
item-000000258-02,ord-000000258,var-garden-decor-planters-009-02,1,19.90
item-000000259-01,ord-000000259,var-garden-decor-garden-furniture-010-03,1,257.00
item-000000259-02,ord-000000259,var-garden-decor-outdoor-lighting-012-01,1,166.00
item-000000259-03,ord-000000259,var-garden-decor-planters-010-03,1,72.90
item-000000260-01,ord-000000260,var-garden-decor-outdoor-lighting-003-02,1,179.00
item-000000260-02,ord-000000260,var-garden-decor-outdoor-lighting-003-03,1,179.00
item-000000260-03,ord-000000260,var-garden-decor-planters-004-02,1,60.90
item-000000261-01,ord-000000261,var-garden-decor-planters-001-01,1,77.90
item-000000262-01,ord-000000262,var-garden-decor-outdoor-lighting-008-02,1,133.00
item-000000262-02,ord-000000262,var-garden-decor-planters-002-01,1,119.00
item-000000262-03,ord-000000262,var-garden-decor-planters-004-03,1,60.90
item-000000263-01,ord-000000263,var-garden-decor-garden-furniture-006-03,1,291.00
item-000000263-02,ord-000000263,var-garden-decor-planters-003-03,1,77.90
item-000000264-01,ord-000000264,var-garden-decor-garden-furniture-009-01,1,171.00
item-000000265-01,ord-000000265,var-garden-decor-garden-furniture-010-03,1,257.00
item-000000265-02,ord-000000265,var-garden-decor-outdoor-lighting-009-03,1,83.90
item-000000266-01,ord-000000266,var-garden-decor-garden-furniture-002-01,1,589.00
item-000000267-01,ord-000000267,var-garden-decor-planters-004-01,1,60.90
item-000000267-02,ord-000000267,var-garden-decor-planters-010-01,1,72.90
item-000000267-03,ord-000000267,var-garden-decor-planters-011-03,1,28.90
item-000000268-01,ord-000000268,var-garden-decor-planters-001-01,1,77.90
item-000000269-01,ord-000000269,var-garden-decor-planters-010-01,1,72.90
item-000000270-01,ord-000000270,var-garden-decor-outdoor-lighting-011-01,1,77.90
item-000000270-02,ord-000000270,var-garden-decor-outdoor-lighting-011-02,1,77.90
item-000000270-03,ord-000000270,var-garden-decor-planters-003-03,1,77.90
item-000000271-01,ord-000000271,var-garden-decor-planters-004-02,1,60.90
item-000000272-01,ord-000000272,var-garden-decor-outdoor-lighting-003-03,1,179.00
item-000000273-01,ord-000000273,var-garden-decor-outdoor-lighting-003-03,1,179.00
item-000000274-01,ord-000000274,var-garden-decor-garden-furniture-001-01,1,479.00
item-000000275-01,ord-000000275,var-garden-decor-garden-furniture-001-02,1,479.00
item-000000275-02,ord-000000275,var-garden-decor-garden-furniture-007-01,1,343.00
item-000000275-03,ord-000000275,var-garden-decor-planters-008-02,1,73.90
item-000000276-01,ord-000000276,var-garden-decor-outdoor-lighting-005-03,1,28.90
item-000000276-02,ord-000000276,var-garden-decor-planters-008-03,1,73.90
item-000000277-01,ord-000000277,var-garden-decor-planters-001-02,1,77.90
item-000000277-02,ord-000000277,var-garden-decor-planters-001-03,1,77.90
item-000000277-03,ord-000000277,var-garden-decor-planters-008-01,1,73.90
item-000000278-01,ord-000000278,var-garden-decor-outdoor-lighting-008-02,1,133.00
item-000000278-02,ord-000000278,var-garden-decor-planters-001-01,1,77.90
item-000000278-03,ord-000000278,var-garden-decor-planters-004-03,1,60.90
item-000000279-01,ord-000000279,var-garden-decor-outdoor-lighting-008-01,1,133.00
item-000000280-01,ord-000000280,var-garden-decor-outdoor-lighting-008-01,1,133.00
item-000000281-01,ord-000000281,var-garden-decor-planters-003-01,1,77.90
item-000000281-02,ord-000000281,var-garden-decor-planters-009-02,1,19.90
item-000000282-01,ord-000000282,var-garden-decor-planters-004-03,1,60.90
item-000000283-01,ord-000000283,var-garden-decor-outdoor-lighting-002-01,1,44.90
item-000000284-01,ord-000000284,var-garden-decor-outdoor-lighting-001-03,1,68.90
item-000000284-02,ord-000000284,var-garden-decor-planters-009-01,1,19.90
item-000000285-01,ord-000000285,var-garden-decor-outdoor-lighting-005-02,1,28.90
item-000000285-02,ord-000000285,var-garden-decor-planters-009-03,1,19.90
item-000000286-01,ord-000000286,var-garden-decor-planters-004-03,1,60.90
item-000000287-01,ord-000000287,var-garden-decor-garden-furniture-010-03,1,257.00
item-000000288-01,ord-000000288,var-garden-decor-planters-011-01,1,28.90
item-000000289-01,ord-000000289,var-garden-decor-outdoor-lighting-004-02,1,151.00
item-000000289-02,ord-000000289,var-garden-decor-outdoor-lighting-010-02,1,119.00
item-000000290-01,ord-000000290,var-garden-decor-outdoor-lighting-005-02,1,28.90
item-000000290-02,ord-000000290,var-garden-decor-planters-002-03,1,119.00
item-000000291-01,ord-000000291,var-garden-decor-garden-furniture-004-02,1,167.00
item-000000291-02,ord-000000291,var-garden-decor-planters-006-03,1,62.90
item-000000292-01,ord-000000292,var-garden-decor-planters-009-01,1,19.90
item-000000293-01,ord-000000293,var-garden-decor-garden-furniture-002-03,1,589.00
item-000000293-02,ord-000000293,var-garden-decor-outdoor-lighting-006-02,1,133.00
item-000000293-03,ord-000000293,var-garden-decor-planters-006-01,1,62.90
item-000000294-01,ord-000000294,var-garden-decor-outdoor-lighting-008-01,1,133.00
item-000000295-01,ord-000000295,var-garden-decor-planters-003-03,1,77.90
item-000000295-02,ord-000000295,var-garden-decor-planters-012-02,1,42.90
item-000000296-01,ord-000000296,var-garden-decor-planters-005-03,1,26.90
item-000000297-01,ord-000000297,var-garden-decor-garden-furniture-005-03,1,288.00
item-000000298-01,ord-000000298,var-garden-decor-planters-009-03,1,19.90
item-000000299-01,ord-000000299,var-garden-decor-outdoor-lighting-005-01,1,28.90
item-000000299-02,ord-000000299,var-garden-decor-planters-001-03,1,77.90
item-000000300-01,ord-000000300,var-garden-decor-garden-furniture-012-02,1,469.00
item-000000300-02,ord-000000300,var-garden-decor-outdoor-lighting-004-01,1,151.00
item-000000301-01,ord-000000301,var-garden-decor-garden-furniture-008-02,1,209.00
item-000000301-02,ord-000000301,var-garden-decor-planters-003-02,1,77.90
item-000000301-03,ord-000000301,var-garden-decor-planters-012-01,1,42.90
item-000000302-01,ord-000000302,var-garden-decor-planters-006-02,1,62.90
item-000000303-01,ord-000000303,var-garden-decor-outdoor-lighting-009-01,1,83.90
item-000000303-02,ord-000000303,var-garden-decor-planters-004-02,1,60.90
item-000000304-01,ord-000000304,var-garden-decor-planters-012-01,1,42.90
item-000000305-01,ord-000000305,var-garden-decor-outdoor-lighting-001-01,1,68.90
item-000000305-02,ord-000000305,var-garden-decor-outdoor-lighting-001-02,1,68.90
item-000000306-01,ord-000000306,var-garden-decor-planters-001-03,1,77.90
item-000000307-01,ord-000000307,var-garden-decor-garden-furniture-009-01,1,171.00
item-000000307-02,ord-000000307,var-garden-decor-outdoor-lighting-001-01,1,68.90
item-000000308-01,ord-000000308,var-garden-decor-planters-005-02,1,26.90
item-000000309-01,ord-000000309,var-garden-decor-garden-furniture-009-03,1,171.00
item-000000309-02,ord-000000309,var-garden-decor-planters-012-01,1,42.90
item-000000310-01,ord-000000310,var-garden-decor-outdoor-lighting-005-01,1,28.90
item-000000310-02,ord-000000310,var-garden-decor-planters-002-01,1,119.00
item-000000310-03,ord-000000310,var-garden-decor-planters-004-02,1,60.90
item-000000311-01,ord-000000311,var-garden-decor-planters-004-01,1,60.90
item-000000312-01,ord-000000312,var-garden-decor-planters-001-02,1,77.90
item-000000313-01,ord-000000313,var-garden-decor-outdoor-lighting-007-01,1,165.00
item-000000314-01,ord-000000314,var-garden-decor-outdoor-lighting-011-02,1,77.90
item-000000314-02,ord-000000314,var-garden-decor-planters-012-01,1,42.90
item-000000315-01,ord-000000315,var-garden-decor-garden-furniture-007-03,1,343.00
item-000000315-02,ord-000000315,var-garden-decor-planters-009-03,1,19.90
item-000000316-01,ord-000000316,var-garden-decor-garden-furniture-001-02,1,479.00
item-000000316-02,ord-000000316,var-garden-decor-planters-005-01,1,26.90
item-000000317-01,ord-000000317,var-garden-decor-planters-006-02,1,62.90
item-000000318-01,ord-000000318,var-garden-decor-garden-furniture-012-02,1,469.00
item-000000318-02,ord-000000318,var-garden-decor-outdoor-lighting-006-02,1,133.00
item-000000318-03,ord-000000318,var-garden-decor-planters-009-01,1,19.90
item-000000319-01,ord-000000319,var-garden-decor-planters-003-01,1,77.90
item-000000319-02,ord-000000319,var-garden-decor-planters-007-02,1,65.90
item-000000319-03,ord-000000319,var-garden-decor-planters-010-02,1,72.90
item-000000320-01,ord-000000320,var-garden-decor-garden-furniture-007-02,1,343.00
item-000000320-02,ord-000000320,var-garden-decor-garden-furniture-008-02,1,209.00
item-000000320-03,ord-000000320,var-garden-decor-outdoor-lighting-001-02,1,68.90
item-000000320-04,ord-000000320,var-garden-decor-outdoor-lighting-011-01,1,77.90
item-000000320-05,ord-000000320,var-garden-decor-planters-001-01,1,77.90
item-000000320-06,ord-000000320,var-garden-decor-planters-005-01,1,26.90
item-000000321-01,ord-000000321,var-garden-decor-garden-furniture-004-02,1,167.00
item-000000321-02,ord-000000321,var-garden-decor-planters-009-02,1,19.90
item-000000322-01,ord-000000322,var-garden-decor-garden-furniture-006-02,1,291.00
item-000000323-01,ord-000000323,var-garden-decor-outdoor-lighting-002-01,1,44.90
item-000000323-02,ord-000000323,var-garden-decor-outdoor-lighting-011-01,1,77.90
item-000000324-01,ord-000000324,var-garden-decor-planters-004-02,1,60.90
item-000000325-01,ord-000000325,var-garden-decor-outdoor-lighting-010-02,1,119.00
item-000000325-02,ord-000000325,var-garden-decor-planters-010-01,1,72.90
item-000000326-01,ord-000000326,var-garden-decor-planters-008-02,1,73.90
item-000000327-01,ord-000000327,var-garden-decor-outdoor-lighting-005-02,1,28.90
item-000000327-02,ord-000000327,var-garden-decor-outdoor-lighting-010-02,1,119.00
item-000000327-03,ord-000000327,var-garden-decor-planters-005-01,1,26.90
item-000000327-04,ord-000000327,var-garden-decor-planters-008-01,1,73.90
item-000000328-01,ord-000000328,var-garden-decor-garden-furniture-009-03,1,171.00
item-000000328-02,ord-000000328,var-garden-decor-outdoor-lighting-012-02,1,166.00
item-000000329-01,ord-000000329,var-garden-decor-planters-006-03,1,62.90
item-000000330-01,ord-000000330,var-garden-decor-garden-furniture-006-02,1,291.00
item-000000331-01,ord-000000331,var-garden-decor-outdoor-lighting-010-02,1,119.00
item-000000331-02,ord-000000331,var-garden-decor-planters-004-03,1,60.90
item-000000332-01,ord-000000332,var-garden-decor-planters-002-02,1,119.00
item-000000333-01,ord-000000333,var-garden-decor-outdoor-lighting-001-03,1,68.90
item-000000334-01,ord-000000334,var-garden-decor-outdoor-lighting-005-02,1,28.90
item-000000334-02,ord-000000334,var-garden-decor-outdoor-lighting-005-03,1,28.90
item-000000335-01,ord-000000335,var-garden-decor-outdoor-lighting-007-01,1,165.00
item-000000335-02,ord-000000335,var-garden-decor-planters-001-02,1,77.90
item-000000336-01,ord-000000336,var-garden-decor-planters-005-02,1,26.90
item-000000337-01,ord-000000337,var-garden-decor-garden-furniture-003-01,1,287.00
item-000000338-01,ord-000000338,var-garden-decor-garden-furniture-008-03,1,209.00
item-000000339-01,ord-000000339,var-garden-decor-outdoor-lighting-007-03,1,165.00
item-000000339-02,ord-000000339,var-garden-decor-planters-004-02,1,60.90
item-000000340-01,ord-000000340,var-garden-decor-planters-011-01,1,28.90
item-000000340-02,ord-000000340,var-garden-decor-planters-012-01,1,42.90
item-000000341-01,ord-000000341,var-garden-decor-planters-005-01,1,26.90
item-000000341-02,ord-000000341,var-garden-decor-planters-009-02,1,19.90
item-000000342-01,ord-000000342,var-garden-decor-garden-furniture-006-02,1,291.00
item-000000343-01,ord-000000343,var-garden-decor-outdoor-lighting-005-03,1,28.90
item-000000344-01,ord-000000344,var-garden-decor-outdoor-lighting-010-02,1,119.00
item-000000344-02,ord-000000344,var-garden-decor-planters-011-02,1,28.90
item-000000345-01,ord-000000345,var-garden-decor-garden-furniture-006-02,1,291.00
item-000000346-01,ord-000000346,var-garden-decor-outdoor-lighting-003-03,1,179.00
item-000000346-02,ord-000000346,var-garden-decor-outdoor-lighting-011-02,1,77.90
item-000000347-01,ord-000000347,var-garden-decor-outdoor-lighting-011-01,1,77.90
item-000000348-01,ord-000000348,var-garden-decor-outdoor-lighting-001-03,1,68.90
item-000000348-02,ord-000000348,var-garden-decor-planters-008-01,1,73.90
item-000000349-01,ord-000000349,var-garden-decor-outdoor-lighting-004-01,1,151.00
item-000000349-02,ord-000000349,var-garden-decor-planters-007-02,1,65.90
item-000000350-01,ord-000000350,var-garden-decor-planters-009-03,1,19.90
item-000000351-01,ord-000000351,var-garden-decor-outdoor-lighting-011-02,1,77.90
item-000000351-02,ord-000000351,var-garden-decor-outdoor-lighting-011-03,1,77.90
item-000000351-03,ord-000000351,var-garden-decor-planters-008-02,1,73.90
item-000000352-01,ord-000000352,var-garden-decor-outdoor-lighting-011-02,1,77.90
item-000000352-02,ord-000000352,var-garden-decor-planters-012-01,1,42.90
item-000000353-01,ord-000000353,var-garden-decor-planters-009-03,1,19.90
item-000000354-01,ord-000000354,var-garden-decor-garden-furniture-005-03,1,288.00
item-000000354-02,ord-000000354,var-garden-decor-planters-009-03,1,19.90
item-000000354-03,ord-000000354,var-garden-decor-planters-012-02,1,42.90
item-000000355-01,ord-000000355,var-garden-decor-outdoor-lighting-005-03,1,28.90
item-000000355-02,ord-000000355,var-garden-decor-planters-006-03,1,62.90
item-000000356-01,ord-000000356,var-garden-decor-outdoor-lighting-009-02,1,83.90
item-000000357-01,ord-000000357,var-garden-decor-outdoor-lighting-001-02,1,68.90
item-000000357-02,ord-000000357,var-garden-decor-planters-005-02,1,26.90
item-000000358-01,ord-000000358,var-garden-decor-planters-008-02,1,73.90
item-000000359-01,ord-000000359,var-garden-decor-outdoor-lighting-009-01,1,83.90
item-000000360-01,ord-000000360,var-garden-decor-planters-012-03,1,42.90
item-000000361-01,ord-000000361,var-garden-decor-garden-furniture-004-03,1,167.00
item-000000361-02,ord-000000361,var-garden-decor-planters-012-03,1,42.90
item-000000362-01,ord-000000362,var-garden-decor-outdoor-lighting-009-02,1,83.90
item-000000363-01,ord-000000363,var-garden-decor-garden-furniture-007-03,1,343.00
item-000000363-02,ord-000000363,var-garden-decor-planters-005-03,1,26.90
item-000000364-01,ord-000000364,var-garden-decor-garden-furniture-005-01,1,288.00
item-000000364-02,ord-000000364,var-garden-decor-outdoor-lighting-007-03,1,165.00
item-000000365-01,ord-000000365,var-garden-decor-outdoor-lighting-004-01,1,151.00
item-000000366-01,ord-000000366,var-garden-decor-outdoor-lighting-012-01,1,166.00
item-000000366-02,ord-000000366,var-garden-decor-planters-007-02,1,65.90
item-000000367-01,ord-000000367,var-garden-decor-planters-006-02,1,62.90
item-000000367-02,ord-000000367,var-garden-decor-planters-008-01,1,73.90
item-000000367-03,ord-000000367,var-garden-decor-planters-009-02,1,19.90
item-000000368-01,ord-000000368,var-garden-decor-planters-001-02,1,77.90
item-000000369-01,ord-000000369,var-garden-decor-garden-furniture-003-02,1,287.00
item-000000370-01,ord-000000370,var-garden-decor-garden-furniture-002-03,1,589.00
item-000000370-02,ord-000000370,var-garden-decor-outdoor-lighting-011-02,1,77.90
item-000000371-01,ord-000000371,var-garden-decor-garden-furniture-003-01,1,287.00
item-000000371-02,ord-000000371,var-garden-decor-planters-006-02,1,62.90
item-000000372-01,ord-000000372,var-garden-decor-outdoor-lighting-005-01,1,28.90
item-000000373-01,ord-000000373,var-garden-decor-garden-furniture-004-01,1,167.00
item-000000373-02,ord-000000373,var-garden-decor-planters-008-02,1,73.90
item-000000374-01,ord-000000374,var-garden-decor-outdoor-lighting-011-01,1,77.90
item-000000374-02,ord-000000374,var-garden-decor-planters-003-02,1,77.90
item-000000375-01,ord-000000375,var-garden-decor-outdoor-lighting-002-01,1,44.90
item-000000376-01,ord-000000376,var-garden-decor-garden-furniture-006-03,1,291.00
item-000000377-01,ord-000000377,var-garden-decor-garden-furniture-011-03,1,560.00
item-000000378-01,ord-000000378,var-garden-decor-planters-002-02,1,119.00
item-000000378-02,ord-000000378,var-garden-decor-planters-006-01,1,62.90
item-000000378-03,ord-000000378,var-garden-decor-planters-008-02,1,73.90
