date,market,channel,currency,fx_rate_from_eur,spend,impressions,clicks,new_customers
2024-03-15,fr,google,EUR,1.0,4.65,134,5,0
2024-03-15,fr,meta,EUR,1.0,23.83,2395,21,0
2024-03-15,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-16,at,direct,EUR,1.0,0.00,0,0,0
2024-03-16,at,email,EUR,1.0,0.10,104,5,0
2024-03-16,at,google,EUR,1.0,0.84,44,4,0
2024-03-16,at,meta,EUR,1.0,8.80,1121,18,0
2024-03-16,at,organic,EUR,1.0,0.00,0,0,0
2024-03-16,de,direct,EUR,1.0,0.00,0,0,0
2024-03-16,de,email,EUR,1.0,0.25,157,4,0
2024-03-16,de,google,EUR,1.0,6.34,338,15,0
2024-03-16,de,meta,EUR,1.0,20.74,2689,25,0
2024-03-16,de,organic,EUR,1.0,0.00,0,0,0
2024-03-16,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-16,fr,email,EUR,1.0,0.38,196,3,0
2024-03-16,fr,google,EUR,1.0,8.49,400,22,0
2024-03-16,fr,meta,EUR,1.0,41.31,4870,89,0
2024-03-16,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-17,at,direct,EUR,1.0,0.00,0,0,0
2024-03-17,at,email,EUR,1.0,0.09,46,2,0
2024-03-17,at,google,EUR,1.0,0.67,20,0,0
2024-03-17,at,meta,EUR,1.0,5.86,489,9,0
2024-03-17,at,organic,EUR,1.0,0.00,0,0,0
2024-03-17,de,direct,EUR,1.0,0.00,0,0,0
2024-03-17,de,email,EUR,1.0,0.29,222,7,0
2024-03-17,de,google,EUR,1.0,4.93,169,7,0
2024-03-17,de,meta,EUR,1.0,38.37,5605,70,0
2024-03-17,de,organic,EUR,1.0,0.00,0,0,0
2024-03-17,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-17,fr,email,EUR,1.0,0.24,244,3,0
2024-03-17,fr,google,EUR,1.0,2.15,76,7,0
2024-03-17,fr,meta,EUR,1.0,17.76,1695,15,0
2024-03-17,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-18,at,direct,EUR,1.0,0.00,0,0,0
2024-03-18,at,email,EUR,1.0,0.08,44,0,0
2024-03-18,at,google,EUR,1.0,0.59,22,1,0
2024-03-18,at,meta,EUR,1.0,7.23,1194,11,0
2024-03-18,at,organic,EUR,1.0,0.00,0,0,0
2024-03-18,de,direct,EUR,1.0,0.00,0,0,0
2024-03-18,de,email,EUR,1.0,0.34,256,19,0
2024-03-18,de,google,EUR,1.0,3.77,155,5,1
2024-03-18,de,meta,EUR,1.0,31.51,4115,83,0
2024-03-18,de,organic,EUR,1.0,0.00,0,0,0
2024-03-18,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-18,fr,email,EUR,1.0,0.14,99,2,0
2024-03-18,fr,google,EUR,1.0,4.54,195,12,0
2024-03-18,fr,meta,EUR,1.0,18.92,2392,19,0
2024-03-18,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-19,at,direct,EUR,1.0,0.00,0,0,0
2024-03-19,at,email,EUR,1.0,0.09,64,1,0
2024-03-19,at,google,EUR,1.0,0.60,25,3,0
2024-03-19,at,meta,EUR,1.0,5.42,547,11,0
2024-03-19,at,organic,EUR,1.0,0.00,0,0,0
2024-03-19,de,direct,EUR,1.0,0.00,0,0,0
2024-03-19,de,email,EUR,1.0,0.21,213,2,0
2024-03-19,de,google,EUR,1.0,9.47,396,25,1
2024-03-19,de,meta,EUR,1.0,25.72,2305,20,0
2024-03-19,de,organic,EUR,1.0,0.00,0,0,0
2024-03-19,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-19,fr,email,EUR,1.0,0.25,207,3,0
2024-03-19,fr,google,EUR,1.0,3.13,108,8,0
2024-03-19,fr,meta,EUR,1.0,20.33,1779,35,0
2024-03-19,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-20,at,direct,EUR,1.0,0.00,0,0,0
2024-03-20,at,email,EUR,1.0,0.09,103,2,0
2024-03-20,at,google,EUR,1.0,0.74,26,1,0
2024-03-20,at,meta,EUR,1.0,6.25,549,8,0
2024-03-20,at,organic,EUR,1.0,0.00,0,0,0
2024-03-20,de,direct,EUR,1.0,0.00,0,0,0
2024-03-20,de,email,EUR,1.0,0.32,219,5,0
2024-03-20,de,google,EUR,1.0,4.50,194,11,0
2024-03-20,de,meta,EUR,1.0,48.15,5434,68,0
2024-03-20,de,organic,EUR,1.0,0.00,0,0,0
2024-03-20,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-20,fr,email,EUR,1.0,0.42,267,8,0
2024-03-20,fr,google,EUR,1.0,2.26,89,8,0
2024-03-20,fr,meta,EUR,1.0,19.44,1883,28,0
2024-03-20,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-21,at,direct,EUR,1.0,0.00,0,0,0
2024-03-21,at,email,EUR,1.0,0.09,52,0,0
2024-03-21,at,google,EUR,1.0,0.42,21,0,0
2024-03-21,at,meta,EUR,1.0,6.85,650,9,0
2024-03-21,at,organic,EUR,1.0,0.00,0,0,0
2024-03-21,de,direct,EUR,1.0,0.00,0,0,0
2024-03-21,de,email,EUR,1.0,0.23,121,3,0
2024-03-21,de,google,EUR,1.0,8.80,341,22,0
2024-03-21,de,meta,EUR,1.0,26.93,3255,53,0
2024-03-21,de,organic,EUR,1.0,0.00,0,0,0
2024-03-21,fr,direct,EUR,1.0,0.00,0,0,1
2024-03-21,fr,email,EUR,1.0,0.27,150,3,0
2024-03-21,fr,google,EUR,1.0,3.26,127,2,0
2024-03-21,fr,meta,EUR,1.0,18.76,2439,47,0
2024-03-21,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-22,at,direct,EUR,1.0,0.00,0,0,0
2024-03-22,at,email,EUR,1.0,0.05,36,1,0
2024-03-22,at,google,EUR,1.0,0.93,29,4,0
2024-03-22,at,meta,EUR,1.0,6.67,831,13,0
2024-03-22,at,organic,EUR,1.0,0.00,0,0,0
2024-03-22,de,direct,EUR,1.0,0.00,0,0,0
2024-03-22,de,email,EUR,1.0,0.17,178,2,0
2024-03-22,de,google,EUR,1.0,5.67,183,18,0
2024-03-22,de,meta,EUR,1.0,33.39,4093,47,0
2024-03-22,de,organic,EUR,1.0,0.00,0,0,0
2024-03-22,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-22,fr,email,EUR,1.0,0.32,301,12,0
2024-03-22,fr,google,EUR,1.0,3.68,117,7,0
2024-03-22,fr,meta,EUR,1.0,24.74,2368,34,2
2024-03-22,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-23,at,direct,EUR,1.0,0.00,0,0,0
2024-03-23,at,email,EUR,1.0,0.09,51,0,0
2024-03-23,at,google,EUR,1.0,0.85,25,2,0
2024-03-23,at,meta,EUR,1.0,5.98,502,6,0
2024-03-23,at,organic,EUR,1.0,0.00,0,0,0
2024-03-23,de,direct,EUR,1.0,0.00,0,0,0
2024-03-23,de,email,EUR,1.0,0.33,244,4,0
2024-03-23,de,google,EUR,1.0,8.06,275,7,0
2024-03-23,de,meta,EUR,1.0,46.77,4529,91,0
2024-03-23,de,organic,EUR,1.0,0.00,0,0,0
2024-03-23,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-23,fr,email,EUR,1.0,0.48,503,16,0
2024-03-23,fr,google,EUR,1.0,2.82,90,2,0
2024-03-23,fr,meta,EUR,1.0,21.04,2264,18,0
2024-03-23,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-24,at,direct,EUR,1.0,0.00,0,0,0
2024-03-24,at,email,EUR,1.0,0.05,53,2,0
2024-03-24,at,google,EUR,1.0,0.60,30,2,0
2024-03-24,at,meta,EUR,1.0,4.23,459,7,0
2024-03-24,at,organic,EUR,1.0,0.00,0,0,0
2024-03-24,de,direct,EUR,1.0,0.00,0,0,0
2024-03-24,de,email,EUR,1.0,0.19,105,3,0
2024-03-24,de,google,EUR,1.0,5.48,288,14,0
2024-03-24,de,meta,EUR,1.0,19.88,2767,18,0
2024-03-24,de,organic,EUR,1.0,0.00,0,0,1
2024-03-24,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-24,fr,email,EUR,1.0,0.31,367,8,0
2024-03-24,fr,google,EUR,1.0,2.96,93,5,1
2024-03-24,fr,meta,EUR,1.0,16.29,2331,41,1
2024-03-24,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-25,at,direct,EUR,1.0,0.00,0,0,0
2024-03-25,at,email,EUR,1.0,0.05,50,2,0
2024-03-25,at,google,EUR,1.0,0.86,36,5,0
2024-03-25,at,meta,EUR,1.0,4.02,447,5,0
2024-03-25,at,organic,EUR,1.0,0.00,0,0,0
2024-03-25,de,direct,EUR,1.0,0.00,0,0,0
2024-03-25,de,email,EUR,1.0,0.21,200,4,0
2024-03-25,de,google,EUR,1.0,6.80,238,22,0
2024-03-25,de,meta,EUR,1.0,29.49,2667,20,0
2024-03-25,de,organic,EUR,1.0,0.00,0,0,0
2024-03-25,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-25,fr,email,EUR,1.0,0.36,254,1,0
2024-03-25,fr,google,EUR,1.0,3.94,128,2,0
2024-03-25,fr,meta,EUR,1.0,14.73,1627,36,0
2024-03-25,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-26,at,direct,EUR,1.0,0.00,0,0,0
2024-03-26,at,email,EUR,1.0,0.12,84,1,0
2024-03-26,at,google,EUR,1.0,0.38,13,1,0
2024-03-26,at,meta,EUR,1.0,6.15,891,15,0
2024-03-26,at,organic,EUR,1.0,0.00,0,0,0
2024-03-26,de,direct,EUR,1.0,0.00,0,0,0
2024-03-26,de,email,EUR,1.0,0.46,537,9,0
2024-03-26,de,google,EUR,1.0,3.96,212,17,1
2024-03-26,de,meta,EUR,1.0,44.60,7335,136,1
2024-03-26,de,organic,EUR,1.0,0.00,0,0,0
2024-03-26,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-26,fr,email,EUR,1.0,0.12,66,1,0
2024-03-26,fr,google,EUR,1.0,3.35,154,7,0
2024-03-26,fr,meta,EUR,1.0,20.36,2553,31,0
2024-03-26,fr,organic,EUR,1.0,0.00,0,0,1
2024-03-27,at,direct,EUR,1.0,0.00,0,0,0
2024-03-27,at,email,EUR,1.0,0.13,77,1,0
2024-03-27,at,google,EUR,1.0,0.40,20,1,0
2024-03-27,at,meta,EUR,1.0,5.55,834,14,0
2024-03-27,at,organic,EUR,1.0,0.00,0,0,0
2024-03-27,de,direct,EUR,1.0,0.00,0,0,0
2024-03-27,de,email,EUR,1.0,0.17,205,6,0
2024-03-27,de,google,EUR,1.0,7.40,310,12,0
2024-03-27,de,meta,EUR,1.0,36.07,4425,69,0
2024-03-27,de,organic,EUR,1.0,0.00,0,0,0
2024-03-27,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-27,fr,email,EUR,1.0,0.50,450,9,1
2024-03-27,fr,google,EUR,1.0,2.79,152,3,1
2024-03-27,fr,meta,EUR,1.0,24.73,4041,38,0
2024-03-27,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-28,at,direct,EUR,1.0,0.00,0,0,0
2024-03-28,at,email,EUR,1.0,0.12,89,2,0
2024-03-28,at,google,EUR,1.0,0.80,27,1,0
2024-03-28,at,meta,EUR,1.0,4.82,471,8,0
2024-03-28,at,organic,EUR,1.0,0.00,0,0,0
2024-03-28,de,direct,EUR,1.0,0.00,0,0,0
2024-03-28,de,email,EUR,1.0,0.31,159,5,0
2024-03-28,de,google,EUR,1.0,9.60,302,10,1
2024-03-28,de,meta,EUR,1.0,50.70,4731,58,0
2024-03-28,de,organic,EUR,1.0,0.00,0,0,0
2024-03-28,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-28,fr,email,EUR,1.0,0.37,281,10,0
2024-03-28,fr,google,EUR,1.0,3.23,146,8,0
2024-03-28,fr,meta,EUR,1.0,20.06,2998,72,0
2024-03-28,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-29,at,direct,EUR,1.0,0.00,0,0,0
2024-03-29,at,email,EUR,1.0,0.09,74,4,0
2024-03-29,at,google,EUR,1.0,0.80,25,2,0
2024-03-29,at,meta,EUR,1.0,5.24,634,8,0
2024-03-29,at,organic,EUR,1.0,0.00,0,0,0
2024-03-29,de,direct,EUR,1.0,0.00,0,0,0
2024-03-29,de,email,EUR,1.0,0.22,183,5,0
2024-03-29,de,google,EUR,1.0,5.55,176,10,1
2024-03-29,de,meta,EUR,1.0,53.28,5881,89,0
2024-03-29,de,organic,EUR,1.0,0.00,0,0,1
2024-03-29,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-29,fr,email,EUR,1.0,0.70,466,12,1
2024-03-29,fr,google,EUR,1.0,3.67,145,3,0
2024-03-29,fr,meta,EUR,1.0,12.72,1188,21,0
2024-03-29,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-30,at,direct,EUR,1.0,0.00,0,0,0
2024-03-30,at,email,EUR,1.0,0.13,150,3,0
2024-03-30,at,google,EUR,1.0,0.89,37,1,0
2024-03-30,at,meta,EUR,1.0,4.68,532,8,0
2024-03-30,at,organic,EUR,1.0,0.00,0,0,0
2024-03-30,de,direct,EUR,1.0,0.00,0,0,0
2024-03-30,de,email,EUR,1.0,0.42,419,11,0
2024-03-30,de,google,EUR,1.0,6.39,234,5,0
2024-03-30,de,meta,EUR,1.0,40.05,4362,47,0
2024-03-30,de,organic,EUR,1.0,0.00,0,0,0
2024-03-30,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-30,fr,email,EUR,1.0,0.28,219,6,0
2024-03-30,fr,google,EUR,1.0,4.13,163,8,0
2024-03-30,fr,meta,EUR,1.0,29.23,2596,43,0
2024-03-30,fr,organic,EUR,1.0,0.00,0,0,0
2024-03-31,at,direct,EUR,1.0,0.00,0,0,0
2024-03-31,at,email,EUR,1.0,0.06,39,1,0
2024-03-31,at,google,EUR,1.0,0.51,15,3,0
2024-03-31,at,meta,EUR,1.0,6.27,566,12,1
2024-03-31,at,organic,EUR,1.0,0.00,0,0,0
2024-03-31,de,direct,EUR,1.0,0.00,0,0,0
2024-03-31,de,email,EUR,1.0,0.24,153,6,0
2024-03-31,de,google,EUR,1.0,3.76,195,7,0
2024-03-31,de,meta,EUR,1.0,13.77,1178,19,0
2024-03-31,de,organic,EUR,1.0,0.00,0,0,0
2024-03-31,fr,direct,EUR,1.0,0.00,0,0,0
2024-03-31,fr,email,EUR,1.0,0.14,139,3,0
2024-03-31,fr,google,EUR,1.0,3.76,127,7,0
2024-03-31,fr,meta,EUR,1.0,17.64,2347,43,1
2024-03-31,fr,organic,EUR,1.0,0.00,0,0,0
2024-04-01,at,direct,EUR,1.0,0.00,0,0,0
2024-04-01,at,email,EUR,1.0,0.07,63,3,0
2024-04-01,at,google,EUR,1.0,0.81,23,1,0
2024-04-01,at,meta,EUR,1.0,5.41,633,14,0
2024-04-01,at,organic,EUR,1.0,0.00,0,0,0
2024-04-01,de,direct,EUR,1.0,0.00,0,0,0
2024-04-01,de,email,EUR,1.0,0.28,146,3,0
2024-04-01,de,google,EUR,1.0,4.47,170,13,0
2024-04-01,de,meta,EUR,1.0,22.50,2614,33,0
2024-04-01,de,organic,EUR,1.0,0.00,0,0,0
2024-04-01,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-01,fr,email,EUR,1.0,0.28,151,1,0
2024-04-01,fr,google,EUR,1.0,3.30,123,5,0
2024-04-01,fr,meta,EUR,1.0,14.26,2313,39,0
2024-04-01,fr,organic,EUR,1.0,0.00,0,0,0
2024-04-02,at,direct,EUR,1.0,0.00,0,0,0
2024-04-02,at,email,EUR,1.0,0.05,36,1,0
2024-04-02,at,google,EUR,1.0,0.93,31,2,0
2024-04-02,at,meta,EUR,1.0,4.30,500,6,0
2024-04-02,at,organic,EUR,1.0,0.00,0,0,0
2024-04-02,de,direct,EUR,1.0,0.00,0,0,2
2024-04-02,de,email,EUR,1.0,0.20,148,2,0
2024-04-02,de,google,EUR,1.0,8.75,289,14,1
2024-04-02,de,meta,EUR,1.0,41.61,4268,39,0
2024-04-02,de,organic,EUR,1.0,0.00,0,0,1
2024-04-02,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-02,fr,email,EUR,1.0,0.27,140,8,1
2024-04-02,fr,google,EUR,1.0,2.11,76,6,0
2024-04-02,fr,meta,EUR,1.0,25.58,2273,29,1
2024-04-02,fr,organic,EUR,1.0,0.00,0,0,1
2024-04-03,at,direct,EUR,1.0,0.00,0,0,0
2024-04-03,at,email,EUR,1.0,0.09,55,5,0
2024-04-03,at,google,EUR,1.0,0.85,29,0,0
2024-04-03,at,meta,EUR,1.0,7.48,803,6,0
2024-04-03,at,organic,EUR,1.0,0.00,0,0,0
2024-04-03,de,direct,EUR,1.0,0.00,0,0,0
2024-04-03,de,email,EUR,1.0,0.22,129,3,0
2024-04-03,de,google,EUR,1.0,4.08,137,7,0
2024-04-03,de,meta,EUR,1.0,21.88,1954,27,0
2024-04-03,de,organic,EUR,1.0,0.00,0,0,0
2024-04-03,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-03,fr,email,EUR,1.0,0.37,291,10,1
2024-04-03,fr,google,EUR,1.0,2.85,123,4,0
2024-04-03,fr,meta,EUR,1.0,14.03,1412,20,0
2024-04-03,fr,organic,EUR,1.0,0.00,0,0,0
2024-04-04,at,direct,EUR,1.0,0.00,0,0,0
2024-04-04,at,email,EUR,1.0,0.08,74,0,0
2024-04-04,at,google,EUR,1.0,0.70,28,2,0
2024-04-04,at,meta,EUR,1.0,5.11,809,15,0
2024-04-04,at,organic,EUR,1.0,0.00,0,0,0
2024-04-04,de,direct,EUR,1.0,0.00,0,0,0
2024-04-04,de,email,EUR,1.0,0.38,297,8,0
2024-04-04,de,google,EUR,1.0,4.28,233,18,0
2024-04-04,de,meta,EUR,1.0,32.53,2872,20,2
2024-04-04,de,organic,EUR,1.0,0.00,0,0,1
2024-04-04,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-04,fr,email,EUR,1.0,0.44,236,6,0
2024-04-04,fr,google,EUR,1.0,3.66,132,5,0
2024-04-04,fr,meta,EUR,1.0,30.09,2578,45,0
2024-04-04,fr,organic,EUR,1.0,0.00,0,0,2
2024-04-05,at,direct,EUR,1.0,0.00,0,0,0
2024-04-05,at,email,EUR,1.0,0.06,37,0,0
2024-04-05,at,google,EUR,1.0,0.44,15,0,0
2024-04-05,at,meta,EUR,1.0,4.31,444,5,0
2024-04-05,at,organic,EUR,1.0,0.00,0,0,0
2024-04-05,de,direct,EUR,1.0,0.00,0,0,0
2024-04-05,de,email,EUR,1.0,0.53,474,20,0
2024-04-05,de,google,EUR,1.0,10.01,514,32,0
2024-04-05,de,meta,EUR,1.0,43.18,5302,48,0
2024-04-05,de,organic,EUR,1.0,0.00,0,0,1
2024-04-05,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-05,fr,email,EUR,1.0,0.33,191,12,0
2024-04-05,fr,google,EUR,1.0,5.30,209,2,0
2024-04-05,fr,meta,EUR,1.0,23.50,2558,50,0
2024-04-05,fr,organic,EUR,1.0,0.00,0,0,0
2024-04-06,at,direct,EUR,1.0,0.00,0,0,0
2024-04-06,at,email,EUR,1.0,0.09,68,2,0
2024-04-06,at,google,EUR,1.0,1.10,36,1,0
2024-04-06,at,meta,EUR,1.0,9.41,1088,22,1
2024-04-06,at,organic,EUR,1.0,0.00,0,0,0
2024-04-06,de,direct,EUR,1.0,0.00,0,0,1
2024-04-06,de,email,EUR,1.0,0.38,287,4,0
2024-04-06,de,google,EUR,1.0,7.85,435,11,0
2024-04-06,de,meta,EUR,1.0,63.88,6300,118,0
2024-04-06,de,organic,EUR,1.0,0.00,0,0,0
2024-04-06,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-06,fr,email,EUR,1.0,0.34,342,8,0
2024-04-06,fr,google,EUR,1.0,5.88,247,14,1
2024-04-06,fr,meta,EUR,1.0,12.75,1332,24,0
2024-04-06,fr,organic,EUR,1.0,0.00,0,0,0
2024-04-07,at,direct,EUR,1.0,0.00,0,0,0
2024-04-07,at,email,EUR,1.0,0.06,34,1,0
2024-04-07,at,google,EUR,1.0,0.87,31,4,0
2024-04-07,at,meta,EUR,1.0,4.10,352,10,0
2024-04-07,at,organic,EUR,1.0,0.00,0,0,0
2024-04-07,de,direct,EUR,1.0,0.00,0,0,0
2024-04-07,de,email,EUR,1.0,0.17,138,1,0
2024-04-07,de,google,EUR,1.0,8.54,260,25,0
2024-04-07,de,meta,EUR,1.0,24.04,2168,35,0
2024-04-07,de,organic,EUR,1.0,0.00,0,0,0
2024-04-07,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-07,fr,email,EUR,1.0,0.29,215,5,0
2024-04-07,fr,google,EUR,1.0,4.72,141,7,0
2024-04-07,fr,meta,EUR,1.0,18.47,1632,28,0
2024-04-07,fr,organic,EUR,1.0,0.00,0,0,0
2024-04-08,at,direct,EUR,1.0,0.00,0,0,0
2024-04-08,at,email,EUR,1.0,0.12,95,0,0
2024-04-08,at,google,EUR,1.0,0.81,30,5,0
2024-04-08,at,meta,EUR,1.0,4.67,412,8,0
2024-04-08,at,organic,EUR,1.0,0.00,0,0,0
2024-04-08,de,direct,EUR,1.0,0.00,0,0,0
2024-04-08,de,email,EUR,1.0,0.28,282,6,0
2024-04-08,de,google,EUR,1.0,4.33,130,11,0
2024-04-08,de,meta,EUR,1.0,25.85,3575,31,0
2024-04-08,de,organic,EUR,1.0,0.00,0,0,1
2024-04-08,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-08,fr,email,EUR,1.0,0.26,185,3,0
2024-04-08,fr,google,EUR,1.0,3.16,114,6,0
2024-04-08,fr,meta,EUR,1.0,17.01,2150,38,0
2024-04-08,fr,organic,EUR,1.0,0.00,0,0,0
2024-04-09,at,direct,EUR,1.0,0.00,0,0,0
2024-04-09,at,email,EUR,1.0,0.10,117,6,0
2024-04-09,at,google,EUR,1.0,0.54,25,1,0
2024-04-09,at,meta,EUR,1.0,5.65,836,14,0
2024-04-09,at,organic,EUR,1.0,0.00,0,0,0
2024-04-09,de,direct,EUR,1.0,0.00,0,0,0
2024-04-09,de,email,EUR,1.0,0.55,387,10,0
2024-04-09,de,google,EUR,1.0,5.44,209,10,0
2024-04-09,de,meta,EUR,1.0,32.58,5132,62,0
2024-04-09,de,organic,EUR,1.0,0.00,0,0,0
2024-04-09,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-09,fr,email,EUR,1.0,0.26,153,5,0
2024-04-09,fr,google,EUR,1.0,4.03,167,4,0
2024-04-09,fr,meta,EUR,1.0,17.16,2736,51,0
2024-04-09,fr,organic,EUR,1.0,0.00,0,0,1
2024-04-10,at,direct,EUR,1.0,0.00,0,0,0
2024-04-10,at,email,EUR,1.0,0.08,41,1,0
2024-04-10,at,google,EUR,1.0,0.90,28,0,0
2024-04-10,at,meta,EUR,1.0,8.27,883,11,0
2024-04-10,at,organic,EUR,1.0,0.00,0,0,0
2024-04-10,de,direct,EUR,1.0,0.00,0,0,0
2024-04-10,de,email,EUR,1.0,0.29,168,4,0
2024-04-10,de,google,EUR,1.0,4.52,221,13,0
2024-04-10,de,meta,EUR,1.0,38.70,3593,29,0
2024-04-10,de,organic,EUR,1.0,0.00,0,0,0
2024-04-10,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-10,fr,email,EUR,1.0,0.42,210,6,0
2024-04-10,fr,google,EUR,1.0,2.18,89,3,0
2024-04-10,fr,meta,EUR,1.0,17.11,2230,38,0
2024-04-10,fr,organic,EUR,1.0,0.00,0,0,0
2024-04-11,at,direct,EUR,1.0,0.00,0,0,0
2024-04-11,at,email,EUR,1.0,0.09,83,6,0
2024-04-11,at,google,EUR,1.0,0.99,40,5,0
2024-04-11,at,meta,EUR,1.0,6.08,888,16,0
2024-04-11,at,organic,EUR,1.0,0.00,0,0,0
2024-04-11,de,direct,EUR,1.0,0.00,0,0,0
2024-04-11,de,email,EUR,1.0,0.44,238,4,1
2024-04-11,de,google,EUR,1.0,5.93,252,5,1
2024-04-11,de,meta,EUR,1.0,34.26,2862,29,0
2024-04-11,de,organic,EUR,1.0,0.00,0,0,0
2024-04-11,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-11,fr,email,EUR,1.0,0.46,357,6,1
2024-04-11,fr,google,EUR,1.0,3.96,126,6,0
2024-04-11,fr,meta,EUR,1.0,21.17,1962,23,0
2024-04-11,fr,organic,EUR,1.0,0.00,0,0,0
2024-04-12,at,direct,EUR,1.0,0.00,0,0,0
2024-04-12,at,email,EUR,1.0,0.09,46,1,0
2024-04-12,at,google,EUR,1.0,1.32,50,2,0
2024-04-12,at,meta,EUR,1.0,4.59,455,7,0
2024-04-12,at,organic,EUR,1.0,0.00,0,0,0
2024-04-12,de,direct,EUR,1.0,0.00,0,0,0
2024-04-12,de,email,EUR,1.0,0.25,150,4,0
2024-04-12,de,google,EUR,1.0,3.63,118,5,1
2024-04-12,de,meta,EUR,1.0,53.45,4789,91,0
2024-04-12,de,organic,EUR,1.0,0.00,0,0,0
2024-04-12,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-12,fr,email,EUR,1.0,0.48,260,6,1
2024-04-12,fr,google,EUR,1.0,2.74,103,1,0
2024-04-12,fr,meta,EUR,1.0,20.67,2397,30,1
2024-04-12,fr,organic,EUR,1.0,0.00,0,0,0
2024-04-13,at,direct,EUR,1.0,0.00,0,0,0
2024-04-13,at,email,EUR,1.0,0.09,76,2,0
2024-04-13,at,google,EUR,1.0,0.67,36,4,0
2024-04-13,at,meta,EUR,1.0,8.15,1008,12,0
2024-04-13,at,organic,EUR,1.0,0.00,0,0,0
2024-04-13,de,direct,EUR,1.0,0.00,0,0,0
2024-04-13,de,email,EUR,1.0,0.32,163,7,0
2024-04-13,de,google,EUR,1.0,7.99,338,18,1
2024-04-13,de,meta,EUR,1.0,32.34,4968,84,0
2024-04-13,de,organic,EUR,1.0,0.00,0,0,0
2024-04-13,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-13,fr,email,EUR,1.0,0.34,372,12,1
2024-04-13,fr,google,EUR,1.0,3.91,134,5,0
2024-04-13,fr,meta,EUR,1.0,14.43,2038,34,0
2024-04-13,fr,organic,EUR,1.0,0.00,0,0,2
2024-04-14,at,direct,EUR,1.0,0.00,0,0,0
2024-04-14,at,email,EUR,1.0,0.05,53,4,1
2024-04-14,at,google,EUR,1.0,0.57,18,0,0
2024-04-14,at,meta,EUR,1.0,4.16,619,7,1
2024-04-14,at,organic,EUR,1.0,0.00,0,0,0
2024-04-14,de,direct,EUR,1.0,0.00,0,0,0
2024-04-14,de,email,EUR,1.0,0.27,176,10,0
2024-04-14,de,google,EUR,1.0,4.98,187,14,0
2024-04-14,de,meta,EUR,1.0,29.61,2506,27,0
2024-04-14,de,organic,EUR,1.0,0.00,0,0,0
2024-04-14,fr,direct,EUR,1.0,0.00,0,0,0
2024-04-14,fr,email,EUR,1.0,0.13,101,2,0
2024-04-14,fr,google,EUR,1.0,6.87,230,6,2
2024-04-14,fr,meta,EUR,1.0,25.64,2467,26,0
2024-04-14,fr,organic,EUR,1.0,0.00,0,0,0
2024-04-15,at,direct,EUR,1.0,0.00,0,0,0
2024-04-15,at,email,EUR,1.0,0.07,40,0,0
2024-04-15,at,google,EUR,1.0,0.83,34,2,0
2024-04-15,at,meta,EUR,1.0,9.31,890,9,0
2024-04-15,at,organic,EUR,1.0,0.00,0,0,0
2024-04-15,de,direct,EUR,1.0,0.00,0,0,0
2024-04-15,de,email,EUR,1.0,0.28,168,6,0
2024-04-15,de,google,EUR,1.0,4.88,253,13,0
2024-04-15,de,meta,EUR,1.0,35.83,4502,89,0
2024-04-15,de,organic,EUR,1.0,0.00,0,0,0
2024-04-15,fr,direct,EUR,1.0,0.00,0,0,0
