id,customer_id,market,created_at,currency,fx_rate_from_eur,subtotal,discount,shipping,tax,total,discount_code,is_repeat
ord-000000205,cust-fr-000031,fr,2024-07-13T11:36:47.477927Z,EUR,1.0,28.90,0.00,5.90,5.80,34.80,,True
ord-000000206,cust-fr-000110,fr,2024-07-13T11:11:19.449500Z,EUR,1.0,28.90,0.00,5.90,5.80,34.80,,False
ord-000000207,cust-de-000124,de,2024-07-14T06:55:06.942430Z,EUR,1.0,209.00,0.00,4.90,34.15,213.90,,False
ord-000000208,cust-fr-000014,fr,2024-07-14T10:47:41.632739Z,EUR,1.0,83.90,0.00,5.90,14.97,89.80,,True
ord-000000209,cust-fr-000051,fr,2024-07-14T19:53:21.174089Z,EUR,1.0,150.80,0.00,5.90,26.12,156.70,,True
ord-000000210,cust-de-000144,de,2024-07-17T16:17:57.241251Z,EUR,1.0,356.90,39.37,4.90,51.48,322.43,SAVE11,False
ord-000000211,cust-de-000108,de,2024-07-17T16:20:48.892998Z,EUR,1.0,62.90,9.32,4.90,9.34,58.48,SAVE15,False
ord-000000212,cust-fr-000094,fr,2024-07-17T17:38:42.578300Z,EUR,1.0,469.00,0.00,5.90,79.15,474.90,,False
ord-000000213,cust-fr-000069,fr,2024-07-17T11:24:32.024554Z,EUR,1.0,129.80,14.84,5.90,20.14,120.86,SAVE11,True
ord-000000214,cust-fr-000097,fr,2024-07-18T20:03:49.784459Z,EUR,1.0,77.90,0.00,5.90,13.97,83.80,,False
ord-000000215,cust-de-000075,de,2024-07-19T17:26:48.906349Z,EUR,1.0,165.00,0.00,4.90,27.13,169.90,,False
ord-000000216,cust-fr-000063,fr,2024-07-19T10:23:44.123592Z,EUR,1.0,291.00,60.53,5.90,39.40,236.37,SAVE21,False
ord-000000217,cust-fr-000096,fr,2024-07-20T16:20:27.069407Z,EUR,1.0,199.70,0.00,5.90,34.27,205.60,,False
ord-000000218,cust-at-000024,at,2024-07-22T14:04:02.463150Z,EUR,1.0,179.00,28.93,5.90,26.00,155.97,SAVE16,False
ord-000000219,cust-fr-000023,fr,2024-07-22T13:02:25.185079Z,EUR,1.0,166.00,0.00,5.90,28.65,171.90,,True
ord-000000220,cust-de-000135,de,2024-07-26T19:46:10.664484Z,EUR,1.0,207.90,0.00,4.90,33.98,212.80,,False
ord-000000221,cust-fr-000066,fr,2024-07-26T18:20:55.876529Z,EUR,1.0,343.00,0.00,5.90,58.15,348.90,,False
ord-000000222,cust-fr-000023,fr,2024-07-26T19:18:03.912037Z,EUR,1.0,304.80,0.00,5.90,51.78,310.70,,True
ord-000000223,cust-fr-000092,fr,2024-07-29T18:22:30.457372Z,EUR,1.0,167.00,0.00,5.90,28.82,172.90,,False
ord-000000224,cust-de-000156,de,2024-07-30T18:50:16.923402Z,EUR,1.0,91.80,0.00,4.90,15.44,96.70,,False
ord-000000225,cust-de-000075,de,2024-07-31T12:44:52.304278Z,EUR,1.0,556.90,0.00,4.90,89.70,561.80,,True
ord-000000226,cust-de-000057,de,2024-08-03T13:40:10.077466Z,EUR,1.0,257.00,0.00,4.90,41.82,261.90,,True
ord-000000227,cust-fr-000092,fr,2024-08-03T17:35:44.776250Z,EUR,1.0,394.80,0.00,5.90,66.78,400.70,,True
ord-000000228,cust-de-000092,de,2024-08-05T08:24:56.546571Z,EUR,1.0,68.90,0.00,4.90,11.78,73.80,,False
ord-000000229,cust-de-000056,de,2024-08-06T12:58:59.769584Z,EUR,1.0,99.80,0.00,4.90,16.72,104.70,,False
ord-000000230,cust-de-000075,de,2024-08-09T18:47:58.025776Z,EUR,1.0,420.90,0.00,4.90,67.98,425.80,,True
ord-000000231,cust-fr-000055,fr,2024-08-09T18:34:37.891220Z,EUR,1.0,568.70,0.00,5.90,95.77,574.60,,True
ord-000000232,cust-fr-000106,fr,2024-08-09T16:18:40.093298Z,EUR,1.0,28.90,0.00,5.90,5.80,34.80,,False
ord-000000233,cust-fr-000111,fr,2024-08-12T14:01:32.791292Z,EUR,1.0,42.90,0.00,5.90,8.13,48.80,,False
ord-000000234,cust-fr-000114,fr,2024-08-13T08:44:59.146513Z,EUR,1.0,287.00,66.76,5.90,37.69,226.14,SAVE23,False
ord-000000235,cust-fr-000121,fr,2024-08-14T06:49:04.510121Z,EUR,1.0,97.80,0.00,5.90,17.28,103.70,,False
ord-000000236,cust-fr-000033,fr,2024-08-14T08:54:17.604111Z,EUR,1.0,661.90,0.00,5.90,111.30,667.80,,True
ord-000000237,cust-de-000112,de,2024-08-15T20:49:46.901457Z,EUR,1.0,332.00,0.00,4.90,53.79,336.90,,True
ord-000000238,cust-de-000158,de,2024-08-16T14:00:04.096870Z,EUR,1.0,42.90,9.88,4.90,6.05,37.92,SAVE23,False
ord-000000239,cust-fr-000122,fr,2024-08-16T18:53:59.510031Z,EUR,1.0,28.90,5.09,5.90,4.95,29.71,SAVE18,False
ord-000000240,cust-de-000126,de,2024-08-17T11:31:40.786157Z,EUR,1.0,89.80,0.00,4.90,15.12,94.70,,False
ord-000000241,cust-fr-000007,fr,2024-08-19T19:20:53.417110Z,EUR,1.0,479.00,0.00,5.90,80.82,484.90,,True
ord-000000242,cust-de-000135,de,2024-08-20T16:06:56.463057Z,EUR,1.0,72.90,0.00,4.90,12.42,77.80,,True
ord-000000243,cust-fr-000009,fr,2024-08-21T16:58:58.911572Z,EUR,1.0,60.90,7.27,5.90,9.92,59.53,SAVE12,True
ord-000000244,cust-fr-000098,fr,2024-08-22T18:21:30.236863Z,EUR,1.0,210.90,0.00,5.90,36.13,216.80,,False
ord-000000245,cust-de-000138,de,2024-08-24T18:01:25.782825Z,EUR,1.0,19.90,0.00,4.90,3.96,24.80,,False
ord-000000246,cust-fr-000078,fr,2024-08-26T13:29:21.926644Z,EUR,1.0,19.90,3.27,5.90,3.76,22.53,SAVE16,True
ord-000000247,cust-fr-000128,fr,2024-08-28T19:02:50.206070Z,EUR,1.0,73.90,8.99,5.90,11.80,70.81,SAVE12,False
ord-000000248,cust-de-000169,de,2024-08-29T14:30:19.871878Z,EUR,1.0,408.70,55.83,4.90,57.12,357.77,SAVE14,False
ord-000000249,cust-fr-000085,fr,2024-08-29T19:26:06.742813Z,EUR,1.0,531.90,0.00,5.90,89.63,537.80,,False
ord-000000250,cust-de-000108,de,2024-08-30T20:05:29.167283Z,EUR,1.0,589.00,0.00,4.90,94.82,593.90,,True
ord-000000251,cust-de-000156,de,2024-08-30T05:27:58.919737Z,EUR,1.0,19.90,3.10,4.90,3.46,21.70,SAVE16,True
ord-000000252,cust-fr-000117,fr,2024-08-31T15:26:02.858532Z,EUR,1.0,770.90,0.00,5.90,129.47,776.80,,False
ord-000000253,cust-fr-000003,fr,2024-09-02T09:55:09.200882Z,EUR,1.0,133.00,0.00,5.90,23.15,138.90,,True
ord-000000254,cust-fr-000113,fr,2024-09-03T17:04:18.100573Z,EUR,1.0,28.90,0.00,5.90,5.80,34.80,,False
ord-000000255,cust-de-000153,de,2024-09-04T15:38:56.222007Z,EUR,1.0,28.90,0.00,4.90,5.40,33.80,,False
ord-000000256,cust-at-000020,at,2024-09-05T09:01:37.913687Z,EUR,1.0,122.80,0.00,5.90,21.45,128.70,,False
ord-000000257,cust-de-000154,de,2024-09-05T21:36:13.329416Z,EUR,1.0,479.80,0.00,4.90,77.39,484.70,,False
ord-000000258,cust-de-000181,de,2024-09-06T18:20:11.545632Z,EUR,1.0,64.80,0.00,4.90,11.13,69.70,,False
ord-000000259,cust-fr-000057,fr,2024-09-06T12:01:55.144663Z,EUR,1.0,495.90,0.00,5.90,83.63,501.80,,False
ord-000000260,cust-fr-000104,fr,2024-09-06T09:09:52.272298Z,EUR,1.0,418.90,75.07,5.90,58.29,349.73,SAVE18,False
ord-000000261,cust-de-000068,de,2024-09-07T19:32:27.367401Z,EUR,1.0,77.90,0.00,4.90,13.22,82.80,,True
ord-000000262,cust-de-000104,de,2024-09-07T16:19:57.547579Z,EUR,1.0,312.90,69.18,4.90,39.70,248.62,SAVE22,True
ord-000000263,cust-de-000116,de,2024-09-09T07:27:58.258093Z,EUR,1.0,368.90,0.00,4.90,59.68,373.80,,False
ord-000000264,cust-de-000125,de,2024-09-09T13:40:30.748737Z,EUR,1.0,171.00,18.42,4.90,25.14,157.48,SAVE11,False
ord-000000265,cust-de-000155,de,2024-09-09T16:38:27.384899Z,EUR,1.0,340.90,0.00,4.90,55.21,345.80,,False
ord-000000266,cust-de-000137,de,2024-09-10T08:54:33.463874Z,EUR,1.0,589.00,0.00,4.90,94.82,593.90,,False
ord-000000267,cust-fr-000137,fr,2024-09-10T07:36:02.692228Z,EUR,1.0,162.70,27.58,5.90,23.50,141.02,SAVE17,False
ord-000000268,cust-de-000122,de,2024-09-12T18:56:15.161103Z,EUR,1.0,77.90,8.03,4.90,11.94,74.77,SAVE10,False
ord-000000269,cust-de-000118,de,2024-09-12T12:50:49.257073Z,EUR,1.0,72.90,0.00,4.90,12.42,77.80,,False
ord-000000270,cust-at-000011,at,2024-09-13T09:04:58.512671Z,EUR,1.0,233.70,0.00,5.90,39.93,239.60,,True
ord-000000271,cust-de-000145,de,2024-09-13T19:43:25.171702Z,EUR,1.0,60.90,0.00,4.90,10.51,65.80,,False
ord-000000272,cust-de-000189,de,2024-09-13T15:00:00.475506Z,EUR,1.0,179.00,0.00,4.90,29.36,183.90,,False
ord-000000273,cust-de-000128,de,2024-09-14T09:11:16.524380Z,EUR,1.0,179.00,0.00,4.90,29.36,183.90,,False
ord-000000274,cust-de-000162,de,2024-09-14T17:52:32.131769Z,EUR,1.0,479.00,59.49,4.90,67.76,424.41,SAVE12,False
ord-000000275,cust-fr-000137,fr,2024-09-15T14:46:20.781661Z,EUR,1.0,895.90,202.56,5.90,116.54,699.24,SAVE23,True
ord-000000276,cust-de-000066,de,2024-09-19T05:40:17.907156Z,EUR,1.0,102.80,0.00,4.90,17.20,107.70,,False
ord-000000277,cust-de-000127,de,2024-09-20T16:32:14.674569Z,EUR,1.0,229.70,0.00,4.90,37.46,234.60,,False
ord-000000278,cust-at-000032,at,2024-09-25T08:51:31.876026Z,EUR,1.0,271.80,0.00,5.90,46.28,277.70,,False
ord-000000279,cust-de-000130,de,2024-09-25T15:04:46.046785Z,EUR,1.0,133.00,32.21,4.90,16.87,105.69,SAVE24,False
ord-000000280,cust-de-000018,de,2024-09-26T14:29:29.135543Z,EUR,1.0,133.00,0.00,4.90,22.02,137.90,,True
ord-000000281,cust-de-000165,de,2024-09-27T12:56:53.809482Z,EUR,1.0,97.80,0.00,4.90,16.40,102.70,,False
ord-000000282,cust-at-000003,at,2024-09-28T17:35:30.489100Z,EUR,1.0,60.90,0.00,5.90,11.13,66.80,,True
ord-000000283,cust-de-000147,de,2024-10-01T15:22:13.291590Z,EUR,1.0,44.90,0.00,4.90,7.95,49.80,,False
ord-000000284,cust-de-000182,de,2024-10-04T08:58:07.118287Z,EUR,1.0,88.80,0.00,4.90,14.96,93.70,,False
ord-000000285,cust-de-000148,de,2024-10-04T17:44:57.832220Z,EUR,1.0,48.80,10.81,4.90,6.85,42.89,SAVE22,False
ord-000000286,cust-de-000196,de,2024-10-05T18:09:22.044727Z,EUR,1.0,60.90,0.00,4.90,10.51,65.80,,False
ord-000000287,cust-fr-000137,fr,2024-10-05T11:17:19.417657Z,EUR,1.0,257.00,0.00,5.90,43.82,262.90,,True
ord-000000288,cust-de-000204,de,2024-10-08T17:30:21.689421Z,EUR,1.0,28.90,0.00,4.90,5.40,33.80,,False
ord-000000289,cust-de-000186,de,2024-10-10T17:41:45.302731Z,EUR,1.0,270.00,0.00,4.90,43.89,274.90,,False
ord-000000290,cust-de-000180,de,2024-10-10T05:37:39.311707Z,EUR,1.0,147.90,0.00,4.90,24.40,152.80,,False
ord-000000291,cust-fr-000105,fr,2024-10-11T15:12:58.048083Z,EUR,1.0,229.90,0.00,5.90,39.30,235.80,,False
ord-000000292,cust-de-000168,de,2024-10-12T18:34:39.882068Z,EUR,1.0,19.90,2.27,4.90,3.60,22.53,SAVE11,False
ord-000000293,cust-fr-000105,fr,2024-10-14T19:41:01.764476Z,EUR,1.0,784.90,105.49,5.90,114.22,685.31,SAVE13,True
ord-000000294,cust-de-000110,de,2024-10-15T15:03:42.101171Z,EUR,1.0,133.00,24.72,4.90,18.07,113.18,SAVE19,False
ord-000000295,cust-de-000167,de,2024-10-18T09:56:39.428828Z,EUR,1.0,120.80,0.00,4.90,20.07,125.70,,False
ord-000000296,cust-fr-000045,fr,2024-10-18T13:55:18.470712Z,EUR,1.0,26.90,0.00,5.90,5.47,32.80,,True
ord-000000297,cust-fr-000149,fr,2024-10-21T21:39:04.005492Z,EUR,1.0,288.00,0.00,5.90,48.98,293.90,,False
ord-000000298,cust-at-000005,at,2024-10-23T16:56:39.242897Z,EUR,1.0,19.90,0.00,5.90,4.30,25.80,,False
ord-000000299,cust-de-000201,de,2024-10-23T18:22:08.307222Z,EUR,1.0,106.80,0.00,4.90,17.83,111.70,,False
ord-000000300,cust-de-000198,de,2024-10-25T17:30:19.382989Z,EUR,1.0,620.00,0.00,4.90,99.77,624.90,,False
ord-000000301,cust-fr-000012,fr,2024-10-28T16:16:47.972292Z,EUR,1.0,329.80,33.08,5.90,50.44,302.62,SAVE10,True
ord-000000302,cust-de-000071,de,2024-10-29T16:07:49.360611Z,EUR,1.0,62.90,0.00,4.90,10.83,67.80,,True
ord-000000303,cust-de-000132,de,2024-10-29T15:55:52.001041Z,EUR,1.0,144.80,0.00,4.90,23.90,149.70,,False
ord-000000304,cust-de-000184,de,2024-10-29T19:07:01.276903Z,EUR,1.0,42.90,0.00,4.90,7.63,47.80,,False
ord-000000305,cust-de-000208,de,2024-10-29T07:20:29.003825Z,EUR,1.0,137.80,29.20,4.90,18.12,113.50,SAVE21,False
ord-000000306,cust-de-000119,de,2024-10-29T19:08:16.523154Z,EUR,1.0,77.90,0.00,4.90,13.22,82.80,,False
ord-000000307,cust-de-000080,de,2024-10-31T13:17:33.200868Z,EUR,1.0,239.90,0.00,4.90,39.09,244.80,,False
ord-000000308,cust-fr-000149,fr,2024-10-31T21:16:01.869348Z,EUR,1.0,26.90,5.68,5.90,4.52,27.12,SAVE21,True
ord-000000309,cust-de-000094,de,2024-11-01T14:12:02.461287Z,EUR,1.0,213.90,0.00,4.90,34.93,218.80,,False
ord-000000310,cust-de-000210,de,2024-11-01T19:25:59.790264Z,EUR,1.0,208.80,0.00,4.90,34.12,213.70,,False
ord-000000311,cust-de-000188,de,2024-11-02T14:37:17.188337Z,EUR,1.0,60.90,0.00,4.90,10.51,65.80,,False
ord-000000312,cust-de-000214,de,2024-11-02T20:33:49.894782Z,EUR,1.0,77.90,15.66,4.90,10.72,67.14,SAVE20,False
ord-000000313,cust-fr-000164,fr,2024-11-03T16:41:16.281540Z,EUR,1.0,165.00,0.00,5.90,28.48,170.90,,False
ord-000000314,cust-de-000216,de,2024-11-04T11:52:00.645632Z,EUR,1.0,120.80,21.61,4.90,16.62,104.09,SAVE18,False
ord-000000315,cust-de-000135,de,2024-11-04T13:32:05.938237Z,EUR,1.0,362.90,81.80,4.90,45.66,286.00,SAVE23,True
ord-000000316,cust-fr-000051,fr,2024-11-09T20:03:01.843776Z,EUR,1.0,505.90,0.00,5.90,85.30,511.80,,True
ord-000000317,cust-de-000168,de,2024-11-10T16:09:56.468926Z,EUR,1.0,62.90,0.00,4.90,10.83,67.80,,True
ord-000000318,cust-fr-000119,fr,2024-11-11T19:34:52.046649Z,EUR,1.0,621.90,0.00,5.90,104.63,627.80,,False
ord-000000319,cust-fr-000058,fr,2024-11-13T17:47:52.546185Z,EUR,1.0,216.70,44.12,5.90,29.75,178.48,SAVE20,True
ord-000000320,cust-fr-000145,fr,2024-11-14T20:13:13.161769Z,EUR,1.0,803.60,90.57,5.90,119.82,718.93,SAVE11,False
ord-000000321,cust-fr-000047,fr,2024-11-15T18:25:15.005261Z,EUR,1.0,186.90,0.00,5.90,32.13,192.80,,False
ord-000000322,cust-de-000114,de,2024-11-16T11:25:31.074243Z,EUR,1.0,291.00,0.00,4.90,47.24,295.90,,False
ord-000000323,cust-de-000213,de,2024-11-17T15:58:29.130442Z,EUR,1.0,122.80,27.24,4.90,16.04,100.46,SAVE22,False
ord-000000324,cust-de-000197,de,2024-11-18T11:12:51.010222Z,EUR,1.0,60.90,0.00,4.90,10.51,65.80,,False
ord-000000325,cust-de-000131,de,2024-11-18T09:43:16.981182Z,EUR,1.0,191.90,0.00,4.90,31.42,196.80,,False
ord-000000326,cust-fr-000091,fr,2024-11-20T18:00:58.239002Z,EUR,1.0,73.90,10.29,5.90,11.59,69.51,SAVE14,False
ord-000000327,cust-fr-000112,fr,2024-11-21T14:28:12.082719Z,EUR,1.0,248.70,0.00,5.90,42.43,254.60,,False
ord-000000328,cust-fr-000161,fr,2024-11-23T19:47:47.222539Z,EUR,1.0,337.00,0.00,5.90,57.15,342.90,,False
ord-000000329,cust-fr-000163,fr,2024-11-23T19:08:11.434870Z,EUR,1.0,62.90,0.00,5.90,11.47,68.80,,False
ord-000000330,cust-at-000027,at,2024-11-24T16:04:33.720987Z,EUR,1.0,291.00,0.00,5.90,49.48,296.90,,False
ord-000000331,cust-at-000038,at,2024-11-24T16:27:40.507620Z,EUR,1.0,179.90,0.00,5.90,30.97,185.80,,False
ord-000000332,cust-at-000010,at,2024-11-24T20:27:44.706641Z,EUR,1.0,119.00,0.00,5.90,20.82,124.90,,False
ord-000000333,cust-de-000202,de,2024-11-24T18:31:05.069901Z,EUR,1.0,68.90,0.00,4.90,11.78,73.80,,False
ord-000000334,cust-at-000014,at,2024-11-25T18:37:38.577809Z,EUR,1.0,57.80,0.00,5.90,10.62,63.70,,True
ord-000000335,cust-fr-000061,fr,2024-11-25T11:03:57.635406Z,EUR,1.0,242.90,0.00,5.90,41.47,248.80,,True
ord-000000336,cust-de-000223,de,2024-11-26T20:51:09.824391Z,EUR,1.0,26.90,0.00,4.90,5.08,31.80,,False
ord-000000337,cust-fr-000157,fr,2024-11-26T15:30:44.166189Z,EUR,1.0,287.00,0.00,5.90,48.82,292.90,,False
ord-000000338,cust-fr-000153,fr,2024-11-26T20:04:15.283843Z,EUR,1.0,209.00,0.00,5.90,35.82,214.90,,False
ord-000000339,cust-de-000129,de,2024-11-27T18:37:28.844390Z,EUR,1.0,225.90,0.00,4.90,36.85,230.80,,False
ord-000000340,cust-fr-000159,fr,2024-11-28T17:47:17.984406Z,EUR,1.0,71.80,0.00,5.90,12.95,77.70,,False
ord-000000341,cust-fr-000175,fr,2024-11-28T19:26:47.231802Z,EUR,1.0,46.80,0.00,5.90,8.78,52.70,,False
ord-000000342,cust-de-000102,de,2024-11-29T08:29:11.697207Z,EUR,1.0,291.00,0.00,4.90,47.24,295.90,,False
ord-000000343,cust-de-000110,de,2024-11-29T17:49:34.502024Z,EUR,1.0,28.90,0.00,4.90,5.40,33.80,,True
ord-000000344,cust-de-000197,de,2024-11-30T19:32:27.371167Z,EUR,1.0,147.90,17.67,4.90,21.58,135.13,SAVE12,True
ord-000000345,cust-de-000097,de,2024-12-02T13:12:46.951016Z,EUR,1.0,291.00,0.00,4.90,47.24,295.90,,False
ord-000000346,cust-de-000112,de,2024-12-03T15:22:53.798449Z,EUR,1.0,256.90,0.00,4.90,41.80,261.80,,True
ord-000000347,cust-de-000135,de,2024-12-06T06:07:42.157035Z,EUR,1.0,77.90,10.71,4.90,11.51,72.09,SAVE14,True
ord-000000348,cust-de-000157,de,2024-12-06T06:34:58.610521Z,EUR,1.0,142.80,28.20,4.90,19.08,119.50,SAVE20,False
ord-000000349,cust-fr-000051,fr,2024-12-06T17:51:57.567005Z,EUR,1.0,216.90,0.00,5.90,37.13,222.80,,True
ord-000000350,cust-fr-000079,fr,2024-12-07T20:32:00.359662Z,EUR,1.0,19.90,0.00,5.90,4.30,25.80,,False
ord-000000351,cust-fr-000148,fr,2024-12-08T17:42:40.569186Z,EUR,1.0,229.70,0.00,5.90,39.27,235.60,,False
ord-000000352,cust-fr-000184,fr,2024-12-08T19:18:24.895297Z,EUR,1.0,120.80,0.00,5.90,21.12,126.70,,False
ord-000000353,cust-de-000107,de,2024-12-09T05:51:15.889417Z,EUR,1.0,19.90,3.43,4.90,3.41,21.37,SAVE17,True
ord-000000354,cust-de-000199,de,2024-12-09T18:13:11.352085Z,EUR,1.0,350.80,0.00,4.90,56.79,355.70,,False
ord-000000355,cust-fr-000061,fr,2024-12-09T19:02:05.071831Z,EUR,1.0,91.80,0.00,5.90,16.28,97.70,,True
ord-000000356,cust-de-000117,de,2024-12-10T18:45:59.221249Z,EUR,1.0,83.90,11.74,4.90,12.30,77.06,SAVE14,False
ord-000000357,cust-de-000144,de,2024-12-12T17:55:56.696244Z,EUR,1.0,95.80,22.75,4.90,12.45,77.95,SAVE24,True
ord-000000358,cust-fr-000099,fr,2024-12-12T10:18:26.370804Z,EUR,1.0,73.90,8.70,5.90,11.85,71.10,SAVE12,False
ord-000000359,cust-de-000202,de,2024-12-13T14:16:35.621210Z,EUR,1.0,83.90,0.00,4.90,14.18,88.80,,True
ord-000000360,cust-de-000163,de,2024-12-13T19:43:33.840134Z,EUR,1.0,42.90,0.00,4.90,7.63,47.80,,False
ord-000000361,cust-de-000200,de,2024-12-13T17:57:49.344153Z,EUR,1.0,209.90,0.00,4.90,34.30,214.80,,False
ord-000000362,cust-fr-000170,fr,2024-12-13T17:44:28.327166Z,EUR,1.0,83.90,0.00,5.90,14.97,89.80,,False
ord-000000363,cust-fr-000010,fr,2024-12-16T10:47:32.844582Z,EUR,1.0,369.90,0.00,5.90,62.63,375.80,,True
ord-000000364,cust-fr-000150,fr,2024-12-16T14:25:43.954423Z,EUR,1.0,453.00,0.00,5.90,76.48,458.90,,False
ord-000000365,cust-fr-000167,fr,2024-12-16T16:09:22.504881Z,EUR,1.0,151.00,19.98,5.90,22.82,136.92,SAVE13,False
ord-000000366,cust-de-000241,de,2024-12-17T14:04:58.160262Z,EUR,1.0,231.90,35.02,4.90,32.22,201.78,SAVE15,False
ord-000000367,cust-de-000183,de,2024-12-18T18:19:04.491861Z,EUR,1.0,156.70,0.00,4.90,25.80,161.60,,False
ord-000000368,cust-de-000057,de,2024-12-20T19:49:18.995755Z,EUR,1.0,77.90,0.00,4.90,13.22,82.80,,True
ord-000000369,cust-de-000054,de,2024-12-20T10:42:46.901307Z,EUR,1.0,287.00,63.37,4.90,36.49,228.53,SAVE22,False
ord-000000370,cust-fr-000036,fr,2024-12-20T19:44:12.593117Z,EUR,1.0,666.90,110.11,5.90,93.78,562.69,SAVE17,False
ord-000000371,cust-fr-000154,fr,2024-12-21T11:38:55.620748Z,EUR,1.0,349.90,0.00,5.90,59.30,355.80,,False
ord-000000372,cust-de-000108,de,2024-12-22T16:17:07.458025Z,EUR,1.0,28.90,0.00,4.90,5.40,33.80,,True
ord-000000373,cust-at-000014,at,2024-12-26T10:29:52.814695Z,EUR,1.0,240.90,0.00,5.90,41.13,246.80,,True
ord-000000374,cust-de-000086,de,2024-12-26T08:33:39.170905Z,EUR,1.0,155.80,38.51,4.90,19.51,122.19,SAVE25,False
ord-000000375,cust-de-000097,de,2024-12-26T21:00:31.177866Z,EUR,1.0,44.90,0.00,4.90,7.95,49.80,,True
ord-000000376,cust-fr-000089,fr,2024-12-27T10:06:44.329919Z,EUR,1.0,291.00,0.00,5.90,49.48,296.90,,False
ord-000000377,cust-fr-000105,fr,2024-12-30T19:10:47.077514Z,EUR,1.0,560.00,0.00,5.90,94.32,565.90,,True
ord-000000378,cust-de-000206,de,2024-12-31T20:21:47.070542Z,EUR,1.0,255.80,0.00,4.90,41.62,260.70,,False
